Timestep,Node_0
0,44.00471464000247579
1,44.00471464000247579
2,44.00471464000247579
3,44.00471464000247579
4,44.00471464000247579
5,44.00471464000247579
6,44.00471464000247579
7,44.00471464000247579
8,44.00471464000247579
9,38.108082878242143465
10,14.778999999999999915
11,14.778999999999999915
12,14.778999999999999915
13,14.778999999999999915
14,14.778999999999999915
15,14.778999999999999915
16,14.778999999999999915
17,14.778999999999999915
18,14.778999999999999915
19,38.108082878242143465
20,44.00471464000247579
21,44.00471464000247579
22,44.00471464000247579
23,44.00471464000247579
