Timestep,Node_0
0,44.00471464000247579
1,44.00471464000247579
2,44.00471464000247579
3,44.00471464000247579
4,44.00471464000247579
5,44.00471464000247579
6,44.00471464000247579
7,44.00471464000247579
8,38.108082878242143465
9,14.82691666666666741
10,14.82691666666666741
11,14.826106874565461169
12,14.826222222222222413
13,14.825432989956629726
14,14.82691666666666741
15,14.826222222222222413
16,14.831620672296413233
17,38.108082878242143465
18,38.108082878242143465
19,44.00471464000247579
20,44.00471464000247579
21,44.00471464000247579
22,44.00471464000247579
23,44.00471464000247579
